SBQQ__OPPORTUNITY2__C,SBQQ__PRIMARY__C,TOTAL_AMOUNT__C,TOTAL_INCREMENTAL_ARR__C
0063Z00000rVwybQAC,true,60011,78216
0063Z00000rVy9hQAC,true,82614,86089
0063Z00000rVyAzQAK,true,57457,47917
0063Z00000rVzM2QAK,true,61283,82976
0063Z00000rVzOXQA0,true,32974,39837
0063Z00000rW0MPQA0,true,53860,81019
0063Z00000rW0V4QAK,true,94265,34906
0063Z00000rW0VOQA0,true,49128,44628
0063Z00000rW0ZsQAK,true,76795,75500
0063Z00000rW0gvQAC,true,53375,53992
0063Z00000rW0i3QAC,true,77167,56381
0063Z00000rW0s8QAC,true,58721,96836
0063Z00000rW0sSQAS,true,44694,71963
0063Z00000rW0t1QAC,true,82679,46716
0063Z00000rW5X7QAK,true,90821,47221
0063Z00000mdcLGQAY,true,40653,79253
0063Z00000obPeBQAU,true,75951,59009
0063Z00000obPjlQAE,true,78887,47051
0063Z00000obQWJQA2,true,95393,74436
0063Z00000obRNyQAM,true,91789,32107
0063Z00000obRumQAE,true,59874,85562
0063Z00000obRzhQAE,true,65889,54979
0063Z00000obTlLQAU,true,77361,50636
0063Z00000mdJWXQA2,true,59785,55178
0063Z00000obX78QAE,true,93458,37294
0063Z00000obRpCQAU,true,57749,98241
0063Z00000obZ8DQAU,true,71177,84758
0063Z00000mdNyPQAU,true,35498,47369
0063Z00000k6sOBQAY,true,57222,70463
0063Z00000nT5C8QAK,true,69883,61707
0063Z00000mdM7MQAU,true,53453,74435
0063Z00000obUo6QAE,true,57123,48964
0063Z00000obaSjQAI,true,70708,64983
0063Z00000obaWRQAY,true,30611,39423
0063Z00000obaXUQAY,true,62956,66900
0063Z00000obaXzQAI,true,59722,79657
0063Z00000obb5bQAA,true,35389,60069
0063Z00000obbACQAY,true,37538,48683
0063Z00000mcoqlQAA,true,43879,80293
0063Z00000nTrlDQAS,true,75304,76469
0063Z00000obcNsQAI,true,55350,88877
0063Z00000obckCQAQ,true,54130,41900
0063Z00000obdgaQAA,true,97020,91919
0063Z00000obdr5QAA,true,72709,94910
0063Z00000obeHIQAY,true,70443,82121
0063Z00000obeoHQAQ,true,51869,94998
0063Z00000obZxHQAU,true,80976,45044
0063Z00000md1uBQAQ,true,80808,38871
0063Z00000mdZVdQAM,true,93859,37919
0063Z00000gwOOVQA2,true,42587,90723
0063Z00000obg6FQAQ,true,99204,30068
0063Z00000nRyibQAC,true,30039,76842
0063Z00000obZiaQAE,true,81580,68864
0063Z00000obgZSQAY,true,43989,50019
0063Z00000obh47QAA,true,97276,94741
0063Z00000obhBrQAI,true,66143,47668
0063Z00000obcrDQAQ,true,66859,85036
0063Z00000md205QAA,true,83116,92491
0063Z00000obhUPQAY,true,73695,57556
0063Z00000obiT7QAI,true,52571,68205
0063Z00000obidyQAA,true,83899,67559
0063Z00000nU1FTQA0,true,42255,95403
0063Z00000obfNvQAI,true,88392,83016
0063Z00000objRCQAY,true,51028,39142
0063Z00000objWRQAY,true,51590,78190
0063Z00000objfFQAQ,true,45113,82052
0063Z00000objhQQAQ,true,64180,81559
0063Z00000objjXQAQ,true,79907,36343
0063Z00000objl4QAA,true,71182,64753
0063Z00000obm6WQAQ,true,87257,88638
0063Z00000obm6XQAQ,true,81166,46133
0063Z00000obmOhQAI,true,74267,56160
0063Z00000nU0KDQA0,true,77514,96949
0063Z00000obn57QAA,true,67306,35934
0063Z00000obnCSQAY,true,96877,81541
0063Z00000obnVEQAY,true,87539,84571
0063Z00000obnq5QAA,true,56205,35196
0063Z00000obnuqQAA,true,42202,70384
0063Z00000ocTW9QAM,true,99780,40200
0063Z00000oedGKQAY,true,80211,90468
0063Z00000oe6TJQAY,true,97817,89186
0063Z00000obnvZQAQ,true,53500,55577
0063Z00000obnynQAA,true,97488,42459
0063Z00000obo4GQAQ,true,71995,85676
0063Z00000obo59QAA,true,57639,63575
0063Z00000obo5AQAQ,true,91886,77201
0063Z00000mdcOPQAY,true,84383,66374
0063Z00000obgdFQAQ,true,91988,76553
0063Z00000obqypQAA,true,66364,52379
0063Z00000obr99QAA,true,59589,99537
0063Z00000obrQFQAY,true,43474,87044
0063Z00000mdSIuQAM,true,67376,73758
0063Z00000obsheQAA,true,81024,81124
0063Z00000obsj1QAA,true,60657,98921
0063Z00000obvYtQAI,true,96062,89975
0063Z00000obvZhQAI,true,75013,84347
0063Z00000obvaaQAA,true,85553,87151
0063Z00000obvbJQAQ,true,70777,54320
0063Z00000obvbKQAQ,true,90972,87059
0063Z00000obx4WQAQ,true,75785,75238
0063Z00000obZvpQAE,true,45077,59738
0063Z00000obuvlQAA,true,57408,68786
0063Z00000obvARQAY,true,40121,30520
0063Z00000obedqQAA,true,95899,95199
0063Z00000mdZ48QAE,true,33601,70970
0063Z00000oc1NbQAI,true,52616,38023
0063Z00000mdFGAQA2,true,40655,81292
0063Z00000oc3SGQAY,true,52228,88732
0063Z00000obKdLQAU,true,87481,66356
0063Z00000oc578QAA,true,43632,95133
0063Z00000oc8JWQAY,true,68936,56047
0063Z00000oc1IHQAY,true,62874,64034
0063Z00000oc9tqQAA,true,39080,38667
0063Z00000oc9u5QAA,true,41592,58798
0063Z00000mdRMSQA2,true,88258,55347
0063Z00000ocAv7QAE,true,45608,58599
0063Z00000ocCiLQAU,true,75782,88993
0063Z00000obq9jQAA,true,30027,37645
0063Z00000obuhFQAQ,true,71236,90667
0063Z00000oc4R7QAI,true,41291,62392
0063Z00000obqH4QAI,true,37133,81769
0063Z00000ocBbHQAU,true,34026,69573
0063Z00000mdVHeQAM,true,51692,38568
0063Z00000nT3utQAC,true,35422,78170
0063Z00000ocDQaQAM,true,44412,90589
0063Z00000ocEjPQAU,true,67335,97148
0063Z00000ocGS2QAM,true,70940,69141
0063Z00000oc0QHQAY,true,90299,79223
0063Z00000ocGjwQAE,true,57628,31333
0063Z00000ocGqYQAU,true,36641,75188
0063Z00000nSCJfQAO,true,95146,87580
0063Z00000md8lbQAA,true,64189,77065
0063Z00000ocHh2QAE,true,83544,66472
0063Z00000objkBQAQ,true,66197,43000
0063Z00000ocGz4QAE,true,31225,88296
0063Z00000ocI8SQAU,true,60726,58433
0063Z00000ocInLQAU,true,66014,50348
0063Z00000oc2TNQAY,true,49415,34492
0063Z00000ocKYNQA2,true,33008,37715
0063Z00000obKnVQAU,true,30111,89405
0063Z00000ocKkOQAU,true,72495,89486
0063Z00000ocLLrQAM,true,76695,33551
0063Z00000ocLN9QAM,true,89632,81932
0063Z00000ocNwaQAE,true,73489,75540
0063Z00000ocO8WQAU,true,32188,33602
0063Z00000ocOHTQA2,true,83571,43548
0063Z00000ocQp2QAE,true,55515,70732
0063Z00000obipzQAA,true,45364,46487
0063Z00000ocDqGQAU,true,85798,98171
0063Z00000ocRzFQAU,true,50153,50378
0063Z00000ocS5XQAU,true,71789,49358
0063Z00000io6D2QAI,true,59484,39227
0063Z00000obWTnQAM,true,63020,43728
0063Z00000ocTIoQAM,true,38405,59086
0063Z00000obTmiQAE,true,60706,51350
0063Z00000ocUaqQAE,true,69073,64584
0063Z00000ocUfhQAE,true,35461,50687
0063Z00000ocVDxQAM,true,49875,75661
0063Z00000mczBcQAI,true,97573,64996
0063Z00000mdZG9QAM,true,86736,94193
0063Z00000ocNLOQA2,true,39212,98643
0063Z00000obnCwQAI,true,32749,71372
0063Z00000obyAMQAY,true,42109,70829
0063Z00000oc1HiQAI,true,62497,87556
0063Z00000ocLwvQAE,true,40137,86710
0063Z00000ocDWnQAM,true,56342,39729
0063Z00000mcnJ5QAI,true,42244,64915
0063Z00000ocXB6QAM,true,90122,30496
0063Z00000k5iXFQAY,true,55685,50651
0063Z00000ocLT6QAM,true,60010,64631
0063Z00000ocWS3QAM,true,84306,70518
0063Z00000ocZeXQAU,true,55302,94768
0063Z00000ocIKOQA2,true,34614,42616
0063Z00000oceMcQAI,true,79369,93720
0063Z00000ocWR5QAM,true,81090,99851
0063Z00000k63XlQAI,true,87553,47895
0063Z00000mdP3xQAE,true,54295,73773
0063Z00000ocgbvQAA,true,87108,62461
0063Z00000ochMhQAI,true,58497,90740
0063Z00000ochvNQAQ,true,38437,56208
0063Z00000ociqwQAA,true,99813,60835
0063Z00000ocU0NQAU,true,95319,80619
0063Z00000ocDoBQAU,true,62754,53460
0063Z00000ockAAQAY,true,45984,30389
0063Z00000mcs3DQAQ,true,44702,92595
0063Z00000ockbzQAA,true,80102,97028
0063Z00000ocl2NQAQ,true,35156,70562
0063Z00000ocl2bQAA,true,94381,66785
0063Z00000ocl2cQAA,true,39575,73687
0063Z00000ocl6sQAA,true,65853,34786
0063Z00000oclAVQAY,true,79237,33215
0063Z00000oclBKQAY,true,57980,42801
0063Z00000oclFzQAI,true,66715,72556
0063Z00000ocliXQAQ,true,88000,72222
0063Z00000ocljiQAA,true,74010,58772
0063Z00000oclkqQAA,true,73101,89934
0063Z00000ocllKQAQ,true,58043,81997
0063Z00000ocllyQAA,true,70398,69298
0063Z00000oclmwQAA,true,49798,50705
0063Z00000oclnpQAA,true,89804,61266
0063Z00000oclt9QAA,true,50148,66874
0063Z00000ocltnQAA,true,97780,82707
0063Z00000ocltxQAA,true,81565,68448
0063Z00000oclvoQAA,true,98589,70552
0063Z00000oclwXQAQ,true,92805,84537
0063Z00000ocmOVQAY,true,34339,72387
0063Z00000ocOOtQAM,true,82288,49072
0063Z00000ocn0TQAQ,true,85761,49967
0063Z00000ocnCKQAY,true,59083,63069
0063Z00000ocnuyQAA,true,46346,31970
0063Z00000ocnwVQAQ,true,63465,56795
0063Z00000ocnwqQAA,true,53298,61433
0063Z00000ocnyvQAA,true,46767,69558
0063Z00000ocnywQAA,true,39297,46939
0063Z00000mdWbKQAU,true,54775,97276
0063Z00000ocnC5QAI,true,54729,70418
0063Z00000k6lxAQAQ,true,79292,92701
0063Z00000ocG4FQAU,true,96593,60444
0063Z00000ocrNeQAI,true,53675,73580
0063Z00000ocrP6QAI,true,59067,33452
0063Z00000ocrS6QAI,true,97712,63740
0063Z00000ocrVEQAY,true,54973,95614
0063Z00000ocrWHQAY,true,76734,90424
0063Z00000ocrVsQAI,true,36629,80841
0063Z00000ocrZaQAI,true,57392,50837
0063Z00000ocraYQAQ,true,47180,80733
0063Z00000ocrZ7QAI,true,81618,79326
0063Z00000ocsPRQAY,true,92575,31503
0063Z00000ocsH3QAI,true,88747,73721
0063Z00000octPKQAY,true,69202,83892
0063Z00000ocW6aQAE,true,44823,84859
0063Z00000octfYQAQ,true,47084,41820
0063Z00000ocuBYQAY,true,93984,48293
0063Z00000ocvizQAA,true,54393,36263
0063Z00000obPmtQAE,true,73515,79979
0063Z00000ocwIYQAY,true,40536,61522
0063Z00000ocYD8QAM,true,59607,61663
0063Z00000ocz7YQAQ,true,84842,82030
0063Z00000obtc5QAA,true,44290,48322
0063Z00000od0AdQAI,true,47865,82513
0063Z00000od0UsQAI,true,56339,64421
0063Z00000od1SeQAI,true,30226,31634
0063Z00000ocx2NQAQ,true,65514,34652
0063Z00000ocnb8QAA,true,83336,77747
0063Z00000od4YTQAY,true,83470,44654
0063Z00000od08UQAQ,true,75997,81396
0063Z00000od4XzQAI,true,73010,98942
0063Z00000od4keQAA,true,64764,67224
0063Z00000ocUEzQAM,true,73898,43374
0063Z00000ocnk5QAA,true,86169,87029
0063Z00000ocj1fQAA,true,52475,43507
0063Z00000od6aGQAQ,true,91110,48577
0063Z00000ocio7QAA,true,62009,54456
0063Z00000ocflpQAA,true,56066,62291
0063Z00000ocGS7QAM,true,56851,69821
0063Z00000ocYrLQAU,true,32567,83579
0063Z00000k5WvXQAU,true,78894,97409
0063Z00000od7s6QAA,true,85955,99813
0063Z00000od7xkQAA,true,69191,97941
0063Z00000od8E8QAI,true,68678,67805
0063Z00000od8tQQAQ,true,44566,99168
0063Z00000od9qTQAQ,true,67482,39517
0063Z00000odADqQAM,true,98430,58663
0063Z00000odAsSQAU,true,36636,47733
0063Z00000odB3dQAE,true,68438,87232
0063Z00000odAZDQA2,true,88504,44824
0063Z00000odC2DQAU,true,79468,88541
0063Z00000ocrx8QAA,true,64988,54757
0063Z00000odCV0QAM,true,59933,61039
0063Z00000odDDFQA2,true,83599,60264
0063Z00000ochxxQAA,true,45004,80816
0063Z00000mdVSIQA2,true,65448,97947
0063Z00000odGerQAE,true,72693,76362
0063Z00000odGewQAE,true,80505,98612
0063Z00000od1RbQAI,true,97285,95705
0063Z00000odKGgQAM,true,76106,52626
0063Z00000odKY1QAM,true,68314,87798
0063Z00000odL4bQAE,true,36014,84484
0063Z00000ocqzRQAQ,true,74387,81113
0063Z00000odNC6QAM,true,67605,37287
0063Z00000odNH1QAM,true,68621,85173
0063Z00000odNLSQA2,true,41815,67766
0063Z00000odNkfQAE,true,80829,52473
0063Z00000ocLPNQA2,true,92241,52567
0063Z00000odNnKQAU,true,55903,66073
0063Z00000odNntQAE,true,61424,73211
0063Z00000ocrimQAA,true,54182,41510
0063Z00000ocfj0QAA,true,50753,94916
0063Z00000odO7tQAE,true,68377,60406
0063Z00000ocDEqQAM,true,78743,43577
0063Z00000odPTPQA2,true,73050,82906
0063Z00000odPdPQAU,true,81436,60507
0063Z00000odQ6jQAE,true,32858,89023
0063Z00000odFJZQA2,true,45479,76013
0063Z00000ockm4QAA,true,94835,58383
0063Z00000odQJ9QAM,true,40286,59079
0063Z00000odQL5QAM,true,67395,82315
0063Z00000odQRDQA2,true,84258,76279
0063Z00000ocBbCQAU,true,76939,98690
0063Z00000odCOiQAM,true,59259,69936
0063Z00000odCIVQA2,true,34348,35533
0063Z00000odSGKQA2,true,75989,83885
0063Z00000odSJYQA2,true,97986,87738
0063Z00000odSRSQA2,true,69578,54521
0063Z00000odSfFQAU,true,35096,45470
0063Z00000odSjqQAE,true,85460,65471
0063Z00000odWB3QAM,true,57402,56367
0063Z00000odWI4QAM,true,34071,33271
0063Z00000odWJIQA2,true,32328,62556
0063Z00000odXNFQA2,true,37500,81521
0063Z00000odY0fQAE,true,99158,58945
0063Z00000odYsfQAE,true,35292,94524
0063Z00000nTKLcQAO,true,99972,51610
0063Z00000odZAUQA2,true,76503,90091
0063Z00000ocLTGQA2,true,35609,74237
0063Z00000od1QnQAI,true,99291,32366
0063Z00000odb4MQAQ,true,69527,74761
0063Z00000odCU7QAM,true,43824,37778
0063Z00000odbswQAA,true,66166,50148
0063Z00000odcvvQAA,true,42772,54820
0063Z00000ocVqmQAE,true,36573,60236
0063Z00000nTX3hQAG,true,56693,43384
0063Z00000ocv74QAA,true,93185,94667
0063Z00000odiACQAY,true,77991,79452
0063Z00000odjnGQAQ,true,76059,99403
0063Z00000od7ZJQAY,true,57358,64685
0063Z00000odlSeQAI,true,38827,74345
0063Z00000odmPlQAI,true,93116,59975
0063Z00000nTaMnQAK,true,83169,92604
0063Z00000odn04QAA,true,88501,70195
0063Z00000odpCaQAI,true,59783,52169
0063Z00000odpD8QAI,true,36073,32354
0063Z00000odq3dQAA,true,54189,54336
0063Z00000ocNa4QAE,true,53930,93491
0063Z00000odIX2QAM,true,46175,84381
0063Z00000odrCeQAI,true,51255,39379
0063Z00000odrGQQAY,true,98310,31472
0063Z00000odrHsQAI,true,74640,77187
0063Z00000odrLfQAI,true,56953,54371
0063Z00000odrQQQAY,true,97244,74066
0063Z00000odrROQAY,true,84267,62880
0063Z00000odrV6QAI,true,55643,89493
0063Z00000odrVLQAY,true,84206,81039
0063Z00000odrVVQAY,true,90483,46079
0063Z00000odrW0QAI,true,72681,39073
0063Z00000pKnT8QAK,true,95276,86379
0063Z00000odseqQAA,true,79754,69732
0063Z00000odt2OQAQ,true,96657,90181
0063Z00000mdXzqQAE,true,64775,63416
0063Z00000pL9gwQAC,true,70643,87235
0063Z00000oduVPQAY,true,38306,75850
0063Z00000odPgqQAE,true,65048,93466
0063Z00000pL88xQAC,true,91732,96092
0063Z00000oducBQAQ,true,70169,40075
0063Z00000odupPQAQ,true,97026,62969
0063Z00000pKRCKQA4,true,34825,31480
0063Z00000pKRC4QAO,true,49701,80087
0063Z00000pKbTPQA0,true,66921,32699
0063Z00000ocHgQQAU,true,86831,42522
0063Z00000odMrhQAE,true,55972,72007
0063Z00000odvmeQAA,true,79177,99588
0063Z00000pKlksQAC,true,48166,52470
0063Z00000odx9eQAA,true,97231,41668
0063Z00000pKvR7QAK,true,62626,40514
0063Z00000odz1OQAQ,true,51818,42491
0063Z00000pLF4lQAG,true,44707,96395
0063Z00000pL5xgQAC,true,77061,62952
0063Z00000oe0bGQAQ,true,56715,39778
0063Z00000oe1PgQAI,true,65430,65118
0063Z00000odwcOQAQ,true,41960,81843
0063Z00000pLCe8QAG,true,90753,80983
0063Z00000pKnsEQAS,true,35927,87787
0063Z00000pL1poQAC,true,94380,34517
0063Z00000pL8pIQAS,true,89422,55791
0063Z00000pLAiTQAW,true,55130,33528
0063Z00000oe36SQAQ,true,63081,99600
0063Z00000pLCD1QAO,true,45120,90628
0063Z00000odX1nQAE,true,84369,52980
0063Z00000oe6qEQAQ,true,68092,71991
0063Z00000pKzViQAK,true,39590,73282
0063Z00000oe7LNQAY,true,48377,63094
0063Z00000oe7nTQAQ,true,47558,65425
0063Z00000oe8e7QAA,true,91785,32947
0063Z00000pL0U8QAK,true,99073,61840
0063Z00000oe8h6QAA,true,63567,92217
0063Z00000oe7y7QAA,true,84439,51662
0063Z00000oe9q3QAA,true,57573,39871
0063Z00000oe9ogQAA,true,40826,80951
0063Z00000oeADWQA2,true,55068,96295
0063Z00000oeALVQA2,true,86071,70256
0063Z00000oeAMiQAM,true,50640,65679
0063Z00000oeANbQAM,true,38573,62990
0063Z00000pKaqDQAS,true,31745,34152
0063Z00000odyxlQAA,true,81197,89376
0063Z00000oeBeIQAU,true,50731,67476
0063Z00000odvPGQAY,true,39512,86546
0063Z00000oeDUcQAM,true,69612,37642
0063Z00000pKpSRQA0,true,75355,50988
0063Z00000oeE41QAE,true,51624,85180
0063Z00000oeE46QAE,true,44604,85216
0063Z00000oeEXQQA2,true,52271,61828
0063Z00000pL8bBQAS,true,67604,53830
0063Z00000oeEiTQAU,true,71230,62867
0063Z00000oeEj4QAE,true,45756,58155
0063Z00000oeEzPQAU,true,48987,55807
0063Z00000oeF7ZQAU,true,64826,62420
0063Z00000oeF8bQAE,true,34288,53714
0063Z00000oeGFgQAM,true,53281,91930
0063Z00000oeGdyQAE,true,61902,44108
0063Z00000oeGgXQAU,true,30274,90716
0063Z00000oeHBHQA2,true,82314,70854
0063Z00000oeHOCQA2,true,98963,48163
0063Z00000oeHS8QAM,true,75880,86333
0063Z00000oeHRtQAM,true,87702,62228
0063Z00000oeHVHQA2,true,98556,51143
0063Z00000objIeQAI,true,75619,44757
0063Z00000oeHdLQAU,true,41537,34974
0063Z00000oeHduQAE,true,73302,35351
0063Z00000oeHeEQAU,true,31674,72747
0063Z00000oeHeYQAU,true,91484,94696
0063Z00000oeHfHQAU,true,32231,61602
0063Z00000pL85jQAC,true,97601,64599
0063Z00000oeIkJQAU,true,31833,72814
0063Z00000oeIqqQAE,true,84448,34525
0063Z00000oeIxmQAE,true,32768,46957
0063Z00000oeJ1eQAE,true,77662,83712
0063Z00000oeK1cQAE,true,31457,97800
0063Z00000oeK1rQAE,true,82356,47498
0063Z00000oeK1wQAE,true,66551,81981
0063Z00000oeK3OQAU,true,48788,72658
0063Z00000oeL7NQAU,true,74164,41242
0063Z00000oeLDBQA2,true,73017,99685
0063Z00000oeLQ5QAM,true,30838,85637
0063Z00000oeLYJQA2,true,81089,67357
0063Z00000oeLc1QAE,true,77031,37294
0063Z00000pKawzQAC,true,51284,67647
0063Z00000oeMZgQAM,true,67807,40835
0063Z00000oeMaPQAU,true,69568,39060
0063Z00000oeNa3QAE,true,44773,53390
0063Z00000oeNfmQAE,true,35223,38950
0063Z00000oeNhxQAE,true,75602,79575
0063Z00000oeNkcQAE,true,34014,97346
0063Z00000oeO3tQAE,true,40816,82961
0063Z00000oeO4cQAE,true,92913,52180
0063Z00000oeOdyQAE,true,52266,95970
0063Z00000oeOpVQAU,true,49318,86195
0063Z00000oeQ4qQAE,true,37691,37782
0063Z00000oeQcbQAE,true,71997,65933
0063Z00000oeQugQAE,true,91964,53326
0063Z00000oeQv9QAE,true,43462,93952
0063Z00000odsrGQAQ,true,86577,60271
0063Z00000oeRSCQA2,true,90959,55366
0063Z00000odvGxQAI,true,94904,49453
0063Z00000oeRh2QAE,true,39254,97183
0063Z00000oeRiFQAU,true,32126,40276
0063Z00000obN8ZQAU,true,69715,83352
0063Z00000pKurWQAS,true,54859,42254
0063Z00000oeQA5QAM,true,65097,49541
0063Z00000oe2saQAA,true,72836,47982
0063Z00000oeRxWQAU,true,46673,75659
0063Z00000oeSJ3QAM,true,42467,61797
0063Z00000oeSiwQAE,true,63774,35340
0063Z00000oeIa4QAE,true,77280,79319
0063Z00000oeT7UQAU,true,83111,56635
0063Z00000oeTyTQAU,true,43478,39856
0063Z00000oeUp9QAE,true,30484,86863
0063Z00000oeWXsQAM,true,84130,89935
0063Z00000oeXi5QAE,true,84752,80891
0063Z00000oeExYQAU,true,67759,63652
0063Z00000oeY6vQAE,true,48251,83502
0063Z00000oeY67QAE,true,75073,32137
0063Z00000oeQAuQAM,true,91120,72996
0063Z00000oeYJBQA2,true,53941,61886
0063Z00000oeYK9QAM,true,55475,51278
0063Z00000oeLLKQA2,true,93682,30892
0063Z00000oeZa9QAE,true,82256,30402
0063Z00000oeZhKQAU,true,94546,43798
0063Z00000oeZnSQAU,true,55388,30831
0063Z00000oeZXVQA2,true,46849,86115
0063Z00000oeaR3QAI,true,99170,80768
0063Z00000oeaWNQAY,true,73474,56096
0063Z00000oeTZUQA2,true,87346,89962
0063Z00000oeaXaQAI,true,67123,88600
0063Z00000oeLDQQA2,true,69929,39115
0063Z00000oeRV1QAM,true,45962,75214
0063Z00000oeavrQAA,true,91502,55260
0063Z00000oeax4QAA,true,46647,60978
0063Z00000oeb9KQAQ,true,37800,44121
0063Z00000oeId8QAE,true,69081,59867
0063Z00000oe8ZHQAY,true,42089,35287
0063Z00000nTK76QAG,true,66024,30785
0063Z00000oeKAhQAM,true,61676,48359
0063Z00000oebx9QAA,true,33222,42964
0063Z00000oeanYQAQ,true,47524,74865
0063Z00000oedHcQAI,true,95957,44672
0063Z00000oedOdQAI,true,79630,38838
0063Z00000oeebFQAQ,true,95006,58288
0063Z00000oefFEQAY,true,82475,64576
0063Z00000oefLbQAI,true,73241,58868
0063Z00000oegPGQAY,true,85388,86063
0063Z00000oegPjQAI,true,71355,94400
0063Z00000oegPRQAY,true,43902,31340
0063Z00000oegUKQAY,true,60099,32485
0063Z00000oegUoQAI,true,74278,70963
0063Z00000oeSViQAM,true,40972,49627
0063Z00000oecCnQAI,true,51230,60489
0063Z00000oegXiQAI,true,32830,70984
0063Z00000oeEw6QAE,true,96508,94332
0063Z00000oegfrQAA,true,81924,98692
0063Z00000pKR1kQAG,true,98551,97327
0063Z00000oehP0QAI,true,43950,31380
0063Z00000oegj0QAA,true,98936,50267
0063Z00000oehWjQAI,true,51434,77288
0063Z00000oeUkdQAE,true,44190,86494
0063Z00000oehYvQAI,true,51375,80081
0063Z00000oehi6QAA,true,52639,93893
0063Z00000oeiTyQAI,true,68086,73123
0063Z00000oeUVnQAM,true,62482,79563
0063Z00000oeitYQAQ,true,38406,96487
0063Z00000oeizfQAA,true,51968,99962
0063Z00000oedBFQAY,true,57149,40512
0063Z00000oeV2oQAE,true,79948,38990
0063Z00000oeaI6QAI,true,31731,50541
0063Z00000oelPyQAI,true,57225,44372
0063Z00000oelV8QAI,true,70430,31759
0063Z00000oelVEQAY,true,32818,55944
0063Z00000oelVKQAY,true,78719,66933
0063Z00000oelVrQAI,true,76386,74027
0063Z00000oeUiSQAU,true,46480,57864
0063Z00000oeLYsQAM,true,77153,93711
0063Z00000oeNmsQAE,true,72746,83543
0063Z00000oem3iQAA,true,90053,90358
0063Z00000oem6eQAA,true,33673,92250
0063Z00000oemBhQAI,true,87253,78532
0063Z00000oemCBQAY,true,88123,35989
0063Z00000oemD4QAI,true,83372,36597
0063Z00000oemDsQAI,true,77284,88005
0063Z00000oelqOQAQ,true,65092,56028
0063Z00000oegL8QAI,true,89718,75003
0063Z00000oemlpQAA,true,73876,93819
0063Z00000oemtAQAQ,true,46129,88001
0063Z00000oen0aQAA,true,77964,82468
0063Z00000oen3tQAA,true,88629,68640
0063Z00000oen3uQAA,true,50411,77313
0063Z00000oen4sQAA,true,83910,81369
0063Z00000oenCIQAY,true,90006,90407
0063Z00000oeGs5QAE,true,47085,30934
0063Z00000oe6UHQAY,true,99194,56703
0063Z00000oenwIQAQ,true,83060,99622
0063Z00000oek8hQAA,true,77531,62266
0063Z00000oeo3UQAQ,true,73041,67286
0063Z00000oeo6YQAQ,true,76142,43099
0063Z00000oeo7gQAA,true,43127,30041
0063Z00000oeo8yQAA,true,73936,36710
0063Z00000oeoAfQAI,true,88714,49736
0063Z00000oeiMdQAI,true,62774,91071
0063Z00000oeooCQAQ,true,84550,53370
0063Z00000oeorLQAQ,true,98916,42015
0063Z00000oeorQQAQ,true,42119,45271
0063Z00000oep2YQAQ,true,66593,79889
0063Z00000oep2dQAA,true,33818,73647
0063Z00000oep3MQAQ,true,74742,67550
0063Z00000oep6VQAQ,true,78688,67105
0063Z00000oepJOQAY,true,88325,30030
0063Z00000oemkrQAA,true,30785,78941
0063Z00000oek3SQAQ,true,44705,96316
0063Z00000oert1QAA,true,85380,93732
0063Z00000oes4jQAA,true,41827,92493
0063Z00000oes4tQAA,true,39279,43780
0063Z00000oes4xQAA,true,82160,81813
0063Z00000oes5MQAQ,true,63179,80430
0063Z00000oes5XQAQ,true,87632,63609
0063Z00000oeloXQAQ,true,95124,37267
0063Z00000oesSDQAY,true,82575,84387
0063Z00000oeaGeQAI,true,47671,98242
0063Z00000oehkqQAA,true,54914,56375
0063Z00000oehg0QAA,true,47959,41725
0063Z00000oen0uQAA,true,94925,66762
0063Z00000oesxXQAQ,true,65675,65845
0063Z00000rW0x1QAC,true,50176,77748
0063Z00000rW0xQQAS,true,76307,85865
0063Z00000rW1zwQAC,true,40403,44808
0063Z00000rW27EQAS,true,97909,84572
0063Z00000rW4PTQA0,true,65709,43730
0063Z00000rW4XTQA0,true,90610,63615
0063Z00000rW4alQAC,true,63429,31623
0063Z00000rW6ZdQAK,true,64060,83633
0063Z00000rW6eTQAS,true,70221,39048
0063Z00000oeS7qQAE,false,69533,92249
0063Z00000rW7xDQAS,true,57231,97757
0063Z00000rW9SqQAK,true,42578,33566
0063Z00000rW9T5QAK,true,98164,52089
,true,55359,75837
0063Z00000rWB4kQAG,true,98303,38400
0063Z00000rWCnPQAW,true,80222,53264
0063Z00000rWJk8QAG,true,36019,71863
0063Z00000rWJl1QAG,true,60384,47083
0063Z00000rWOnoQAG,false,76470,60058
0063Z00000rWOocQAG,true,30295,74521
0063Z00000rWOqsQAG,true,91710,45910
0063Z00000rWOrvQAG,true,60415,74032
0063Z00000rWOseQAG,true,43039,38082
0063Z00000rWOw7QAG,true,62198,71459
0063Z00000rWOwDQAW,true,60885,71796
0063Z00000rWOwWQAW,true,83810,82888
0063Z00000rWPi8QAG,true,66133,92680
0063Z00000rWPl2QAG,true,81828,39396
0063Z00000rWPlqQAG,true,36229,57230
0063Z00000rWPlvQAG,true,35439,48041
0063Z00000rWPmFQAW,true,39912,80894
0063Z00000rWPmQQAW,true,35815,90498
0063Z00000rWPn8QAG,true,31263,56487
0063Z00000rWSiCQAW,true,44731,63794
0063Z00000rWT1EQAW,true,37443,51144
0063Z00000rWZ6XQAW,true,66703,60728
0063Z00000rWakgQAC,true,65034,52695
0063Z00000rWaoYQAS,true,62975,94928
0063Z00000rWapHQAS,true,30751,78031
